CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Year,Grade_Subject,Subject,MetExcExpPerc
35,SOMERSET,1610,FRANKLIN TWP,160,FRANKLIN MIDDLE SCHOOL,2017-18,Algebra I,Math,89
35,SOMERSET,1610,FRANKLIN TWP,160,FRANKLIN MIDDLE SCHOOL,2017-18,Geometry,Math,95
35,SOMERSET,1610,FRANKLIN TWP,160,FRANKLIN MIDDLE SCHOOL,2017-18,Geometry,Math,95
35,SOMERSET,1610,FRANKLIN TWP,160,FRANKLIN MIDDLE SCHOOL,2017-18,Geometry,Math,95
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 5,Math,65
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 5,Math,65
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 6,Math,64
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 6,Math,64
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 7,Math,55
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 7,Math,55
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 8,Math,41
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Grade 8,Math,41
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Geometry,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Geometry,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,2017-18,Geometry,Math,100
35,SOMERSET,1810,GREEN BROOK TWP,50,IRENE E. FELDKIRCHNER ELEMENTARY SCHOOL,2017-18,Grade 3,Math,73
35,SOMERSET,1810,GREEN BROOK TWP,50,IRENE E. FELDKIRCHNER ELEMENTARY SCHOOL,2017-18,Grade 3,Math,73
35,SOMERSET,1810,GREEN BROOK TWP,50,IRENE E. FELDKIRCHNER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,67
35,SOMERSET,1810,GREEN BROOK TWP,50,IRENE E. FELDKIRCHNER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,67
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra I,Math,51
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra I,Math,51
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra I,Math,51
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra II,Math,54
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra II,Math,54
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Algebra II,Math,54
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Geometry,Math,52
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Geometry,Math,52
35,SOMERSET,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,2017-18,Geometry,Math,52
35,SOMERSET,2170,HILLSBOROUGH TWP,33,AMSTERDAM ELEMENTARY SCHOOL,2017-18,Grade 3,Math,83
35,SOMERSET,2170,HILLSBOROUGH TWP,33,AMSTERDAM ELEMENTARY SCHOOL,2017-18,Grade 3,Math,83
35,SOMERSET,2170,HILLSBOROUGH TWP,33,AMSTERDAM ELEMENTARY SCHOOL,2017-18,Grade 4,Math,83
35,SOMERSET,2170,HILLSBOROUGH TWP,33,AMSTERDAM ELEMENTARY SCHOOL,2017-18,Grade 4,Math,83
35,SOMERSET,2170,HILLSBOROUGH TWP,34,AUTEN ROAD INTERMEDIATE SCHOOL,2017-18,Grade 5,Math,76
35,SOMERSET,2170,HILLSBOROUGH TWP,34,AUTEN ROAD INTERMEDIATE SCHOOL,2017-18,Grade 5,Math,76
35,SOMERSET,2170,HILLSBOROUGH TWP,34,AUTEN ROAD INTERMEDIATE SCHOOL,2017-18,Grade 6,Math,70
35,SOMERSET,2170,HILLSBOROUGH TWP,34,AUTEN ROAD INTERMEDIATE SCHOOL,2017-18,Grade 6,Math,70
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 7,Math,64
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 7,Math,64
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 8,Math,51
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Grade 8,Math,51
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Geometry,Math,98
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Geometry,Math,98
35,SOMERSET,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,2017-18,Geometry,Math,98
35,SOMERSET,2170,HILLSBOROUGH TWP,40,HILLSBOROUGH TOWNSHIP ELEMENTARY SCHOOL,2017-18,Grade 3,Math,85
35,SOMERSET,2170,HILLSBOROUGH TWP,40,HILLSBOROUGH TOWNSHIP ELEMENTARY SCHOOL,2017-18,Grade 3,Math,85
35,SOMERSET,2170,HILLSBOROUGH TWP,40,HILLSBOROUGH TOWNSHIP ELEMENTARY SCHOOL,2017-18,Grade 4,Math,80
35,SOMERSET,2170,HILLSBOROUGH TWP,40,HILLSBOROUGH TOWNSHIP ELEMENTARY SCHOOL,2017-18,Grade 4,Math,80
35,SOMERSET,2170,HILLSBOROUGH TWP,60,SUNNYMEAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,67
35,SOMERSET,2170,HILLSBOROUGH TWP,60,SUNNYMEAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,67
35,SOMERSET,2170,HILLSBOROUGH TWP,60,SUNNYMEAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,80
35,SOMERSET,2170,HILLSBOROUGH TWP,60,SUNNYMEAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,80
35,SOMERSET,2170,HILLSBOROUGH TWP,70,TRIANGLE ELEMENTARY SHCOOL,2017-18,Grade 3,Math,68
35,SOMERSET,2170,HILLSBOROUGH TWP,70,TRIANGLE ELEMENTARY SHCOOL,2017-18,Grade 3,Math,68
35,SOMERSET,2170,HILLSBOROUGH TWP,70,TRIANGLE ELEMENTARY SHCOOL,2017-18,Grade 4,Math,68
35,SOMERSET,2170,HILLSBOROUGH TWP,70,TRIANGLE ELEMENTARY SHCOOL,2017-18,Grade 4,Math,68
35,SOMERSET,2170,HILLSBOROUGH TWP,80,WOODFERN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,67
35,SOMERSET,2170,HILLSBOROUGH TWP,80,WOODFERN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,67
35,SOMERSET,2170,HILLSBOROUGH TWP,80,WOODFERN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,78
35,SOMERSET,2170,HILLSBOROUGH TWP,80,WOODFERN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,78
35,SOMERSET,2170,HILLSBOROUGH TWP,85,WOODS ROAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,70
35,SOMERSET,2170,HILLSBOROUGH TWP,85,WOODS ROAD ELEMENTARY SCHOOL,2017-18,Grade 3,Math,70
35,SOMERSET,2170,HILLSBOROUGH TWP,85,WOODS ROAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,77
35,SOMERSET,2170,HILLSBOROUGH TWP,85,WOODS ROAD ELEMENTARY SCHOOL,2017-18,Grade 4,Math,77
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra I,Math,13
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra I,Math,13
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra I,Math,13
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra II,Math,23
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra II,Math,23
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Algebra II,Math,23
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Geometry,Math,14
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Geometry,Math,14
35,SOMERSET,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,2017-18,Geometry,Math,14
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 6,Math,41
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 6,Math,41
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 7,Math,34
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 7,Math,34
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 8,Math,25
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Grade 8,Math,25
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3000,MANVILLE BORO,80,ROOSEVELT SCHOOL,2017-18,Grade 4,Math,29
35,SOMERSET,3000,MANVILLE BORO,80,ROOSEVELT SCHOOL,2017-18,Grade 4,Math,29
35,SOMERSET,3000,MANVILLE BORO,80,ROOSEVELT SCHOOL,2017-18,Grade 5,Math,40
35,SOMERSET,3000,MANVILLE BORO,80,ROOSEVELT SCHOOL,2017-18,Grade 5,Math,40
35,SOMERSET,3000,MANVILLE BORO,90,WESTON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,39
35,SOMERSET,3000,MANVILLE BORO,90,WESTON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,39
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra I,Math,69
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra I,Math,69
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra I,Math,69
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra II,Math,75
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra II,Math,75
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Algebra II,Math,75
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Geometry,Math,60
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Geometry,Math,60
35,SOMERSET,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,2017-18,Geometry,Math,60
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Grade 5,Math,80
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Grade 5,Math,80
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Grade 6,Math,74
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Grade 6,Math,74
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,2017-18,Algebra I,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Grade 7,Math,67
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Grade 7,Math,67
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Grade 8,Math,33
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Grade 8,Math,33
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra I,Math,96
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra II,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra II,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Algebra II,Math,100
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Geometry,Math,99
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Geometry,Math,99
35,SOMERSET,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,2017-18,Geometry,Math,99
35,SOMERSET,3320,MONTGOMERY TWP,105,VILLAGE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,74
35,SOMERSET,3320,MONTGOMERY TWP,105,VILLAGE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,74
35,SOMERSET,3320,MONTGOMERY TWP,105,VILLAGE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,74
35,SOMERSET,3320,MONTGOMERY TWP,105,VILLAGE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,74
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra I,Math,15
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra I,Math,15
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra I,Math,15
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra II,Math,13
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra II,Math,13
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Algebra II,Math,13
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,2017-18,Geometry,Math,9999999
35,SOMERSET,3670,NORTH PLAINFIELD BORO,60,EAST END SCHOOL,2017-18,Grade 3,Math,48
35,SOMERSET,3670,NORTH PLAINFIELD BORO,60,EAST END SCHOOL,2017-18,Grade 3,Math,48
35,SOMERSET,3670,NORTH PLAINFIELD BORO,60,EAST END SCHOOL,2017-18,Grade 4,Math,40
35,SOMERSET,3670,NORTH PLAINFIELD BORO,60,EAST END SCHOOL,2017-18,Grade 4,Math,40
35,SOMERSET,3670,NORTH PLAINFIELD BORO,80,SOMERSET SCHOOL,2017-18,Grade 5,Math,39
35,SOMERSET,3670,NORTH PLAINFIELD BORO,80,SOMERSET SCHOOL,2017-18,Grade 5,Math,39
35,SOMERSET,3670,NORTH PLAINFIELD BORO,80,SOMERSET SCHOOL,2017-18,Grade 6,Math,16
35,SOMERSET,3670,NORTH PLAINFIELD BORO,80,SOMERSET SCHOOL,2017-18,Grade 6,Math,16
35,SOMERSET,3670,NORTH PLAINFIELD BORO,90,STONY BROOK SCHOOL,2017-18,Grade 3,Math,25
35,SOMERSET,3670,NORTH PLAINFIELD BORO,90,STONY BROOK SCHOOL,2017-18,Grade 3,Math,25
35,SOMERSET,3670,NORTH PLAINFIELD BORO,90,STONY BROOK SCHOOL,2017-18,Grade 4,Math,17
35,SOMERSET,3670,NORTH PLAINFIELD BORO,90,STONY BROOK SCHOOL,2017-18,Grade 4,Math,17
35,SOMERSET,3670,NORTH PLAINFIELD BORO,110,WEST END SCHOOL,2017-18,Grade 3,Math,40
35,SOMERSET,3670,NORTH PLAINFIELD BORO,110,WEST END SCHOOL,2017-18,Grade 3,Math,40
35,SOMERSET,3670,NORTH PLAINFIELD BORO,110,WEST END SCHOOL,2017-18,Grade 4,Math,33
35,SOMERSET,3670,NORTH PLAINFIELD BORO,110,WEST END SCHOOL,2017-18,Grade 4,Math,33
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Grade 7,Math,17
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Grade 7,Math,17
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Grade 8,Math,15
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Grade 8,Math,15
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Algebra I,Math,94
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Algebra I,Math,94
35,SOMERSET,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,2017-18,Algebra I,Math,94
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra I,Math,32
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra I,Math,32
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra I,Math,32
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra II,Math,37
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra II,Math,37
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Algebra II,Math,37
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra I,Math,27
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra I,Math,27
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra I,Math,27
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra II,Math,40
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra II,Math,40
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Algebra II,Math,40
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,2017-18,Geometry,Math,44
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,30,MARION T. BEDWELL ELEMENTARY SCHOOL,2017-18,Grade 3,Math,69
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,30,MARION T. BEDWELL ELEMENTARY SCHOOL,2017-18,Grade 3,Math,69
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,30,MARION T. BEDWELL ELEMENTARY SCHOOL,2017-18,Grade 4,Math,66
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,30,MARION T. BEDWELL ELEMENTARY SCHOOL,2017-18,Grade 4,Math,66
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 5,Math,67
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 5,Math,67
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 6,Math,61
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 6,Math,61
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 7,Math,63
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 7,Math,63
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 8,Math,14
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Grade 8,Math,14
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Algebra I,Math,93
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Algebra I,Math,93
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,2017-18,Algebra I,Math,93
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra I,Math,21
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra I,Math,21
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra I,Math,21
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra II,Math,48
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra II,Math,48
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Algebra II,Math,48
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Geometry,Math,24
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Geometry,Math,24
35,SOMERSET,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,2017-18,Geometry,Math,24
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 6,Math,29
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 6,Math,29
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 7,Math,27
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 7,Math,27
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 8,Math,15
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Grade 8,Math,15
35,SOMERSET,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,2017-18,Algebra I,Math,83
