CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Year,Grade_Subject,Subject,MetExcExpPerc
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 5,Math,31
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 5,Math,31
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 6,Math,29
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 6,Math,29
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 7,Math,49
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 7,Math,49
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 8,Math,9999999
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Grade 8,Math,9999999
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Algebra I,Math,79
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Algebra I,Math,79
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,2017-18,Algebra I,Math,79
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,2017-18,Grade 3,Math,53
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,2017-18,Grade 3,Math,53
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,2017-18,Grade 4,Math,58
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,2017-18,Grade 4,Math,58
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra II,Math,18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra II,Math,18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Algebra II,Math,18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Geometry,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Geometry,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,2017-18,Geometry,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 3,Math,34
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 3,Math,34
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 4,Math,27
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 4,Math,27
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 5,Math,44
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 5,Math,44
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 6,Math,27
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 6,Math,27
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 7,Math,39
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 7,Math,39
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Algebra I,Math,88
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Algebra I,Math,88
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,2017-18,Algebra I,Math,88
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 3,Math,29
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 3,Math,29
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 4,Math,36
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 4,Math,36
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 5,Math,35
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 5,Math,35
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 6,Math,15
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 6,Math,15
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 7,Math,29
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 7,Math,29
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,2017-18,Grade 8,Math,31
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 3,Math,25
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 3,Math,25
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 4,Math,21
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 4,Math,21
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 5,Math,31
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 5,Math,31
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 6,Math,23
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 6,Math,23
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 8,Math,27
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Grade 8,Math,27
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Algebra I,Math,63
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Algebra I,Math,63
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,2017-18,Algebra I,Math,63
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 3,Math,13
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 3,Math,13
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 4,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 4,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 6,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 6,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 3,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 3,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 4,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 4,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 6,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 6,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 7,Math,13
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 7,Math,13
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 3,Math,26
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 3,Math,26
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 4,Math,14
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 4,Math,14
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 5,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 6,Math,11
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 6,Math,11
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 7,Math,13
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 7,Math,13
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 3,Math,64
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 3,Math,64
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 4,Math,48
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 4,Math,48
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 5,Math,42
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 5,Math,42
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 6,Math,52
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 6,Math,52
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 7,Math,41
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 7,Math,41
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 8,Math,15
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Grade 8,Math,15
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Algebra I,Math,86
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Algebra I,Math,86
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,2017-18,Algebra I,Math,86
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 3,Math,15
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 3,Math,15
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 4,Math,19
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 4,Math,19
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 5,Math,19
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 5,Math,19
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 6,Math,10
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 6,Math,10
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 7,Math,16
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 7,Math,16
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 8,Math,10
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Grade 8,Math,10
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Algebra I,Math,56
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Algebra I,Math,56
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,2017-18,Algebra I,Math,56
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 3,Math,47
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 3,Math,47
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 4,Math,28
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 4,Math,28
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 5,Math,37
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,2017-18,Grade 5,Math,37
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra I,Math,28
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra I,Math,28
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra I,Math,28
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra II,Math,19
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra II,Math,19
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Algebra II,Math,19
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Geometry,Math,29
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Geometry,Math,29
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,2017-18,Geometry,Math,29
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,62
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,2017-18,Grade 3,Math,62
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,35
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,2017-18,Grade 4,Math,35
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 5,Math,31
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 5,Math,31
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 6,Math,30
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 6,Math,30
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 7,Math,38
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 7,Math,38
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Algebra I,Math,71
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Algebra I,Math,71
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,2017-18,Algebra I,Math,71
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra I,Math,12
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,25
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,25
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Algebra II,Math,25
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,14
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,14
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,2017-18,Geometry,Math,14
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 6,Math,13
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 6,Math,13
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 7,Math,30
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 7,Math,30
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 8,Math,21
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Grade 8,Math,21
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Algebra I,Math,89
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Algebra I,Math,89
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,2017-18,Algebra I,Math,89
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 3,Math,43
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 3,Math,43
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 4,Math,17
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 4,Math,17
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 5,Math,23
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2017-18,Grade 5,Math,23
1,ATLANTIC,1300,EGG HARBOR CITY,20,CHARLES L. SPRAGG SCHOOL,2017-18,Grade 3,Math,11
1,ATLANTIC,1300,EGG HARBOR CITY,20,CHARLES L. SPRAGG SCHOOL,2017-18,Grade 3,Math,11
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 4,Math,15
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 4,Math,15
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 5,Math,12
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 5,Math,12
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 6,Math,20
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 6,Math,20
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 7,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Grade 8,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,2017-18,Algebra I,Math,9999999
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra I,Math,35
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Algebra II,Math,29
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Geometry,Math,22
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Geometry,Math,22
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,2017-18,Geometry,Math,22
1,ATLANTIC,1310,EGG HARBOR TWP,33,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,2017-18,Grade 3,Math,40
1,ATLANTIC,1310,EGG HARBOR TWP,33,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,2017-18,Grade 3,Math,40
1,ATLANTIC,1310,EGG HARBOR TWP,35,E. H. SLAYBAUGH ELEMENTARY SCHOOL,2017-18,Grade 3,Math,53
1,ATLANTIC,1310,EGG HARBOR TWP,35,E. H. SLAYBAUGH ELEMENTARY SCHOOL,2017-18,Grade 3,Math,53
