CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Grade_Subject,Subject,MetExcExpPerc,Year
11,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,30,JOHN F. SCARPA TECHNICAL EDUCATION CENTER OF CUMBERLAND COUNTY,Grade 9,LAL,90,2017-18
11,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,30,JOHN F. SCARPA TECHNICAL EDUCATION CENTER OF CUMBERLAND COUNTY,Grade 10,LAL,84,2017-18
11,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,30,JOHN F. SCARPA TECHNICAL EDUCATION CENTER OF CUMBERLAND COUNTY,Grade 11,LAL,9999999,2017-18
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Grade 9,LAL,35,2017-18
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Grade 10,LAL,29,2017-18
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Grade 11,LAL,26,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 3,LAL,43,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 4,LAL,47,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 5,LAL,40,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 6,LAL,41,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 7,LAL,55,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,40,DEERFIELD TOWNSHIP SCHOOL,Grade 8,LAL,40,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 3,LAL,24,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 4,LAL,24,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 5,LAL,9999999,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 6,LAL,40,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 7,LAL,19,2017-18
11,CUMBERLAND,1120,DOWNE TWP,45,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Grade 8,LAL,44,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 3,LAL,9999999,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 4,LAL,14,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 5,LAL,12,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 6,LAL,14,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 7,LAL,24,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,70,FAIRFIELD TOWNSHIP SCHOOL,Grade 8,LAL,29,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 3,LAL,9999999,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 4,LAL,9999999,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 5,LAL,30,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 6,LAL,92,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 7,LAL,9999999,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,60,MORRIS GOODWIN SCHOOL,Grade 8,LAL,60,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 3,LAL,38,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 4,LAL,41,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 5,LAL,50,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 6,LAL,39,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 7,LAL,57,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,60,HOPEWELL CREST,Grade 8,LAL,63,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 3,LAL,45,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 4,LAL,52,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 5,LAL,60,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 6,LAL,60,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 7,LAL,44,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,30,MYRON L. POWELL ELEMENTARY SCHOOL,Grade 8,LAL,47,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 3,LAL,35,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 4,LAL,30,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 5,LAL,36,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 6,LAL,33,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 7,LAL,68,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,65,MAURICE RIVER TOWNSHIP SCHOOL,Grade 8,LAL,65,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Grade 9,LAL,9999999,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Grade 10,LAL,9999999,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Grade 11,LAL,15,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,60,MEMORIAL HIGH SCHOOL,Grade 9,LAL,27,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,60,MEMORIAL HIGH SCHOOL,Grade 10,LAL,24,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,65,R. M. BACON ELEMENTARY SCHOOL,Grade 3,LAL,15,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,65,R. M. BACON ELEMENTARY SCHOOL,Grade 4,LAL,20,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,65,R. M. BACON ELEMENTARY SCHOOL,Grade 5,LAL,10,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,75,HOLLY HEIGHTS ELEMENTARY SCHOOL,Grade 3,LAL,24,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,75,HOLLY HEIGHTS ELEMENTARY SCHOOL,Grade 4,LAL,27,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,75,HOLLY HEIGHTS ELEMENTARY SCHOOL,Grade 5,LAL,20,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,77,LAKESIDE MIDDLE SCHOOL,Grade 6,LAL,29,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,77,LAKESIDE MIDDLE SCHOOL,Grade 7,LAL,31,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,77,LAKESIDE MIDDLE SCHOOL,Grade 8,LAL,28,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,80,MOUNT PLEASANT ELEMENTARY SCHOOL,Grade 3,LAL,22,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,80,MOUNT PLEASANT ELEMENTARY SCHOOL,Grade 4,LAL,40,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,80,MOUNT PLEASANT ELEMENTARY SCHOOL,Grade 5,LAL,48,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,85,RIECK AVENUE ELEMENTARY SCHOOL,Grade 3,LAL,27,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,85,RIECK AVENUE ELEMENTARY SCHOOL,Grade 4,LAL,21,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,85,RIECK AVENUE ELEMENTARY SCHOOL,Grade 5,LAL,54,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,Grade 3,LAL,15,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,Grade 4,LAL,24,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,Grade 5,LAL,31,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 3,LAL,42,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 4,LAL,20,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 5,LAL,36,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 6,LAL,9999999,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 7,LAL,100,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,50,STOW CREEK TOWNSHIP SCHOOL,Grade 8,LAL,9999999,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,50,CHARLES F. SEABROOK SCHOOL,Grade 3,LAL,18,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,60,ELIZABETH F. MOORE SCHOOL,Grade 4,LAL,22,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,60,ELIZABETH F. MOORE SCHOOL,Grade 5,LAL,41,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,70,WOODRUFF MIDDLE SCHOOL,Grade 6,LAL,40,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,70,WOODRUFF MIDDLE SCHOOL,Grade 7,LAL,35,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,70,WOODRUFF MIDDLE SCHOOL,Grade 8,LAL,55,2017-18
11,CUMBERLAND,5390,VINELAND CITY,50,VINELAND SENIOR HIGH SCHOOL,Grade 9,LAL,20,2017-18
11,CUMBERLAND,5390,VINELAND CITY,50,VINELAND SENIOR HIGH SCHOOL,Grade 10,LAL,18,2017-18
11,CUMBERLAND,5390,VINELAND CITY,50,VINELAND SENIOR HIGH SCHOOL,Grade 11,LAL,20,2017-18
11,CUMBERLAND,5390,VINELAND CITY,60,VETERANS MEMORIAL MIDDLE,Grade 6,LAL,31,2017-18
11,CUMBERLAND,5390,VINELAND CITY,60,VETERANS MEMORIAL MIDDLE,Grade 7,LAL,33,2017-18
11,CUMBERLAND,5390,VINELAND CITY,60,VETERANS MEMORIAL MIDDLE,Grade 8,LAL,41,2017-18
11,CUMBERLAND,5390,VINELAND CITY,65,ANTHONY ROSSI MIDDLE SCHOOL,Grade 6,LAL,33,2017-18
11,CUMBERLAND,5390,VINELAND CITY,65,ANTHONY ROSSI MIDDLE SCHOOL,Grade 7,LAL,35,2017-18
11,CUMBERLAND,5390,VINELAND CITY,65,ANTHONY ROSSI MIDDLE SCHOOL,Grade 8,LAL,28,2017-18
11,CUMBERLAND,5390,VINELAND CITY,75,GLORIA M SABATER ELEMENTARY SCHOOL,Grade 3,LAL,26,2017-18
11,CUMBERLAND,5390,VINELAND CITY,75,GLORIA M SABATER ELEMENTARY SCHOOL,Grade 4,LAL,19,2017-18
11,CUMBERLAND,5390,VINELAND CITY,75,GLORIA M SABATER ELEMENTARY SCHOOL,Grade 5,LAL,39,2017-18
11,CUMBERLAND,5390,VINELAND CITY,95,DANE BARSE ELEMENTARY SCHOOL,Grade 3,LAL,58,2017-18
11,CUMBERLAND,5390,VINELAND CITY,95,DANE BARSE ELEMENTARY SCHOOL,Grade 4,LAL,51,2017-18
11,CUMBERLAND,5390,VINELAND CITY,95,DANE BARSE ELEMENTARY SCHOOL,Grade 5,LAL,35,2017-18
11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,Grade 3,LAL,55,2017-18
11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,Grade 4,LAL,54,2017-18
11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,Grade 5,LAL,71,2017-18
11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,Grade 3,LAL,16,2017-18
11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,Grade 4,LAL,34,2017-18
11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,Grade 5,LAL,24,2017-18
11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,Grade 3,LAL,27,2017-18
11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,Grade 4,LAL,37,2017-18
11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,Grade 5,LAL,43,2017-18
11,CUMBERLAND,5390,VINELAND CITY,160,MAX LEUCHTER,Grade 3,LAL,40,2017-18
11,CUMBERLAND,5390,VINELAND CITY,160,MAX LEUCHTER,Grade 4,LAL,34,2017-18
11,CUMBERLAND,5390,VINELAND CITY,160,MAX LEUCHTER,Grade 5,LAL,42,2017-18
11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,Grade 3,LAL,35,2017-18
11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,Grade 4,LAL,41,2017-18
11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,Grade 5,LAL,27,2017-18
11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,Grade 3,LAL,55,2017-18
11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,Grade 4,LAL,54,2017-18
11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,Grade 5,LAL,44,2017-18
11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,Grade 3,LAL,49,2017-18
11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,Grade 4,LAL,54,2017-18
11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,Grade 5,LAL,75,2017-18
11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,Grade 6,LAL,18,2017-18
11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,Grade 7,LAL,20,2017-18
11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,Grade 8,LAL,18,2017-18
13,ESSEX,250,BELLEVILLE TOWN,20,BELLEVILLE HIGH SCHOOL,Grade 9,LAL,49,2017-18
13,ESSEX,250,BELLEVILLE TOWN,20,BELLEVILLE HIGH SCHOOL,Grade 10,LAL,36,2017-18
13,ESSEX,250,BELLEVILLE TOWN,20,BELLEVILLE HIGH SCHOOL,Grade 11,LAL,38,2017-18
13,ESSEX,250,BELLEVILLE TOWN,25,BELLEVILLE MIDDLE SCHOOL,Grade 6,LAL,47,2017-18
13,ESSEX,250,BELLEVILLE TOWN,25,BELLEVILLE MIDDLE SCHOOL,Grade 7,LAL,47,2017-18
13,ESSEX,250,BELLEVILLE TOWN,25,BELLEVILLE MIDDLE SCHOOL,Grade 8,LAL,42,2017-18
13,ESSEX,250,BELLEVILLE TOWN,50,BELLEVILLE PS3,Grade 3,LAL,35,2017-18
13,ESSEX,250,BELLEVILLE TOWN,50,BELLEVILLE PS3,Grade 4,LAL,42,2017-18
13,ESSEX,250,BELLEVILLE TOWN,50,BELLEVILLE PS3,Grade 5,LAL,49,2017-18
13,ESSEX,250,BELLEVILLE TOWN,55,BELLEVILLE PS4,Grade 3,LAL,43,2017-18
13,ESSEX,250,BELLEVILLE TOWN,55,BELLEVILLE PS4,Grade 4,LAL,55,2017-18
13,ESSEX,250,BELLEVILLE TOWN,55,BELLEVILLE PS4,Grade 5,LAL,61,2017-18
13,ESSEX,250,BELLEVILLE TOWN,60,BELLEVILLE PS5,Grade 3,LAL,35,2017-18
13,ESSEX,250,BELLEVILLE TOWN,60,BELLEVILLE PS5,Grade 4,LAL,47,2017-18
13,ESSEX,250,BELLEVILLE TOWN,60,BELLEVILLE PS5,Grade 5,LAL,59,2017-18
13,ESSEX,250,BELLEVILLE TOWN,70,BELLEVILLE PS7,Grade 3,LAL,30,2017-18
13,ESSEX,250,BELLEVILLE TOWN,70,BELLEVILLE PS7,Grade 4,LAL,32,2017-18
13,ESSEX,250,BELLEVILLE TOWN,70,BELLEVILLE PS7,Grade 5,LAL,40,2017-18
13,ESSEX,250,BELLEVILLE TOWN,80,BELLEVILLE PS8,Grade 3,LAL,55,2017-18
13,ESSEX,250,BELLEVILLE TOWN,80,BELLEVILLE PS8,Grade 4,LAL,46,2017-18
13,ESSEX,250,BELLEVILLE TOWN,80,BELLEVILLE PS8,Grade 5,LAL,57,2017-18
13,ESSEX,250,BELLEVILLE TOWN,90,BELLEVILLE PS9,Grade 3,LAL,40,2017-18
13,ESSEX,250,BELLEVILLE TOWN,90,BELLEVILLE PS9,Grade 4,LAL,93,2017-18
13,ESSEX,250,BELLEVILLE TOWN,90,BELLEVILLE PS9,Grade 5,LAL,83,2017-18
13,ESSEX,250,BELLEVILLE TOWN,100,BELLEVILLE PS10,Grade 3,LAL,65,2017-18
13,ESSEX,250,BELLEVILLE TOWN,100,BELLEVILLE PS10,Grade 4,LAL,87,2017-18
13,ESSEX,250,BELLEVILLE TOWN,100,BELLEVILLE PS10,Grade 5,LAL,74,2017-18
13,ESSEX,410,BLOOMFIELD TWP,20,BLOOMFIELD HIGH SCHOOL,Grade 9,LAL,43,2017-18
13,ESSEX,410,BLOOMFIELD TWP,20,BLOOMFIELD HIGH SCHOOL,Grade 10,LAL,48,2017-18
13,ESSEX,410,BLOOMFIELD TWP,20,BLOOMFIELD HIGH SCHOOL,Grade 11,LAL,35,2017-18
13,ESSEX,410,BLOOMFIELD TWP,30,BLOOMFIELD MIDDLE SCHOOL,Grade 7,LAL,67,2017-18
13,ESSEX,410,BLOOMFIELD TWP,30,BLOOMFIELD MIDDLE SCHOOL,Grade 8,LAL,55,2017-18
13,ESSEX,410,BLOOMFIELD TWP,50,BERKELEY ELEMENTARY SCHOOL,Grade 3,LAL,34,2017-18
13,ESSEX,410,BLOOMFIELD TWP,50,BERKELEY ELEMENTARY SCHOOL,Grade 4,LAL,41,2017-18
13,ESSEX,410,BLOOMFIELD TWP,50,BERKELEY ELEMENTARY SCHOOL,Grade 5,LAL,36,2017-18
13,ESSEX,410,BLOOMFIELD TWP,50,BERKELEY ELEMENTARY SCHOOL,Grade 6,LAL,38,2017-18
13,ESSEX,410,BLOOMFIELD TWP,60,BROOKDALE ELEMENTARY SCHOOL,Grade 3,LAL,64,2017-18
13,ESSEX,410,BLOOMFIELD TWP,60,BROOKDALE ELEMENTARY SCHOOL,Grade 4,LAL,81,2017-18
13,ESSEX,410,BLOOMFIELD TWP,60,BROOKDALE ELEMENTARY SCHOOL,Grade 5,LAL,81,2017-18
13,ESSEX,410,BLOOMFIELD TWP,60,BROOKDALE ELEMENTARY SCHOOL,Grade 6,LAL,70,2017-18
13,ESSEX,410,BLOOMFIELD TWP,80,CARTERET ELEMENTARY SCHOOL,Grade 3,LAL,39,2017-18
13,ESSEX,410,BLOOMFIELD TWP,80,CARTERET ELEMENTARY SCHOOL,Grade 4,LAL,58,2017-18
13,ESSEX,410,BLOOMFIELD TWP,80,CARTERET ELEMENTARY SCHOOL,Grade 5,LAL,62,2017-18
13,ESSEX,410,BLOOMFIELD TWP,80,CARTERET ELEMENTARY SCHOOL,Grade 6,LAL,61,2017-18
13,ESSEX,410,BLOOMFIELD TWP,100,DEMAREST ELEMENTARY SCHOOL,Grade 3,LAL,51,2017-18
13,ESSEX,410,BLOOMFIELD TWP,100,DEMAREST ELEMENTARY SCHOOL,Grade 4,LAL,67,2017-18
13,ESSEX,410,BLOOMFIELD TWP,100,DEMAREST ELEMENTARY SCHOOL,Grade 5,LAL,74,2017-18
13,ESSEX,410,BLOOMFIELD TWP,100,DEMAREST ELEMENTARY SCHOOL,Grade 6,LAL,67,2017-18
13,ESSEX,410,BLOOMFIELD TWP,110,FAIRVIEW ELEMENTARY SCHOOL,Grade 3,LAL,62,2017-18
13,ESSEX,410,BLOOMFIELD TWP,110,FAIRVIEW ELEMENTARY SCHOOL,Grade 4,LAL,60,2017-18
13,ESSEX,410,BLOOMFIELD TWP,110,FAIRVIEW ELEMENTARY SCHOOL,Grade 5,LAL,49,2017-18
13,ESSEX,410,BLOOMFIELD TWP,110,FAIRVIEW ELEMENTARY SCHOOL,Grade 6,LAL,56,2017-18
13,ESSEX,410,BLOOMFIELD TWP,130,FRANKLIN ELEMENTARY SCHOOL,Grade 3,LAL,54,2017-18
13,ESSEX,410,BLOOMFIELD TWP,130,FRANKLIN ELEMENTARY SCHOOL,Grade 4,LAL,59,2017-18
13,ESSEX,410,BLOOMFIELD TWP,130,FRANKLIN ELEMENTARY SCHOOL,Grade 5,LAL,60,2017-18
13,ESSEX,410,BLOOMFIELD TWP,130,FRANKLIN ELEMENTARY SCHOOL,Grade 6,LAL,46,2017-18
13,ESSEX,410,BLOOMFIELD TWP,140,OAK VIEW ELEMENTARY SCHOOL,Grade 3,LAL,74,2017-18
13,ESSEX,410,BLOOMFIELD TWP,140,OAK VIEW ELEMENTARY SCHOOL,Grade 4,LAL,85,2017-18
13,ESSEX,410,BLOOMFIELD TWP,140,OAK VIEW ELEMENTARY SCHOOL,Grade 5,LAL,85,2017-18
13,ESSEX,410,BLOOMFIELD TWP,140,OAK VIEW ELEMENTARY SCHOOL,Grade 6,LAL,81,2017-18
13,ESSEX,410,BLOOMFIELD TWP,150,WATSESSING ELEMENTARY SCHOOL,Grade 3,LAL,37,2017-18
13,ESSEX,410,BLOOMFIELD TWP,150,WATSESSING ELEMENTARY SCHOOL,Grade 4,LAL,45,2017-18
13,ESSEX,410,BLOOMFIELD TWP,150,WATSESSING ELEMENTARY SCHOOL,Grade 5,LAL,31,2017-18
13,ESSEX,410,BLOOMFIELD TWP,150,WATSESSING ELEMENTARY SCHOOL,Grade 6,LAL,44,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,50,JAMES CALDWELL HIGH SCHOOL,Grade 9,LAL,71,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,50,JAMES CALDWELL HIGH SCHOOL,Grade 10,LAL,84,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,50,JAMES CALDWELL HIGH SCHOOL,Grade 11,LAL,41,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,60,GROVER CLEVELAND MIDDLE SCHOOL,Grade 6,LAL,57,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,60,GROVER CLEVELAND MIDDLE SCHOOL,Grade 7,LAL,77,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,60,GROVER CLEVELAND MIDDLE SCHOOL,Grade 8,LAL,58,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,70,JEFFERSON ELEMENTARY SCHOOL,Grade 3,LAL,72,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,70,JEFFERSON ELEMENTARY SCHOOL,Grade 4,LAL,81,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,70,JEFFERSON ELEMENTARY SCHOOL,Grade 5,LAL,65,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,80,LINCOLN ELEMENTARY SCHOOL,Grade 3,LAL,53,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,80,LINCOLN ELEMENTARY SCHOOL,Grade 4,LAL,89,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,80,LINCOLN ELEMENTARY SCHOOL,Grade 5,LAL,74,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,110,WASHINGTON ELEMENTARY SCHOOL,Grade 3,LAL,72,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,110,WASHINGTON ELEMENTARY SCHOOL,Grade 4,LAL,88,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,110,WASHINGTON ELEMENTARY SCHOOL,Grade 5,LAL,78,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,120,WILSON ELEMENTARY SCHOOL,Grade 3,LAL,67,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,120,WILSON ELEMENTARY SCHOOL,Grade 4,LAL,72,2017-18
13,ESSEX,660,CALDWELL-WEST CALDWELL,120,WILSON ELEMENTARY SCHOOL,Grade 5,LAL,63,2017-18
13,ESSEX,760,CEDAR GROVE TWP,50,CEDAR GROVE HIGH SCHOOL,Grade 9,LAL,54,2017-18
13,ESSEX,760,CEDAR GROVE TWP,50,CEDAR GROVE HIGH SCHOOL,Grade 10,LAL,61,2017-18
13,ESSEX,760,CEDAR GROVE TWP,50,CEDAR GROVE HIGH SCHOOL,Grade 11,LAL,41,2017-18
13,ESSEX,760,CEDAR GROVE TWP,58,MEMORIAL MIDDLE SCHOOL,Grade 5,LAL,76,2017-18
13,ESSEX,760,CEDAR GROVE TWP,58,MEMORIAL MIDDLE SCHOOL,Grade 6,LAL,72,2017-18
13,ESSEX,760,CEDAR GROVE TWP,58,MEMORIAL MIDDLE SCHOOL,Grade 7,LAL,80,2017-18
13,ESSEX,760,CEDAR GROVE TWP,58,MEMORIAL MIDDLE SCHOOL,Grade 8,LAL,62,2017-18
13,ESSEX,760,CEDAR GROVE TWP,60,NORTH END ELEMENTARY SCHOOL,Grade 3,LAL,83,2017-18
13,ESSEX,760,CEDAR GROVE TWP,60,NORTH END ELEMENTARY SCHOOL,Grade 4,LAL,80,2017-18
13,ESSEX,760,CEDAR GROVE TWP,90,SOUTH END ELEMENTARY SCHOOL,Grade 3,LAL,62,2017-18
13,ESSEX,760,CEDAR GROVE TWP,90,SOUTH END ELEMENTARY SCHOOL,Grade 4,LAL,83,2017-18
