CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Grade_Subject,Subject,MetExcExpPerc,Year
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,Grade 5,LAL,47,2017-18
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,Grade 6,LAL,59,2017-18
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,Grade 7,LAL,64,2017-18
1,ATLANTIC,10,ABSECON CITY,50,EMMA C ATTALES,Grade 8,LAL,57,2017-18
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,Grade 3,LAL,44,2017-18
1,ATLANTIC,10,ABSECON CITY,60,H ASHTON MARSH,Grade 4,LAL,54,2017-18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,Grade 9,LAL,27,2017-18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,Grade 10,LAL,25,2017-18
1,ATLANTIC,110,ATLANTIC CITY,10,ATLANTIC CITY HIGH SCHOOL,Grade 11,LAL,19,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 3,LAL,40,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 4,LAL,31,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 5,LAL,45,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 6,LAL,41,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 7,LAL,58,2017-18
1,ATLANTIC,110,ATLANTIC CITY,30,SOVEREIGN AVENUE SCHOOL,Grade 8,LAL,51,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 3,LAL,44,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 4,LAL,58,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 5,LAL,52,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 6,LAL,27,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 7,LAL,67,2017-18
1,ATLANTIC,110,ATLANTIC CITY,50,CHELSEA HEIGHTS SCHOOL,Grade 8,LAL,61,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 3,LAL,16,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 4,LAL,26,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 5,LAL,38,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 6,LAL,26,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 7,LAL,36,2017-18
1,ATLANTIC,110,ATLANTIC CITY,60,TEXAS AVENUE SCHOOL,Grade 8,LAL,38,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 3,LAL,13,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 4,LAL,9999999,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 5,LAL,9999999,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 6,LAL,16,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 7,LAL,25,2017-18
1,ATLANTIC,110,ATLANTIC CITY,70,NEW YORK AVENUE SCHOOL,Grade 8,LAL,16,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 3,LAL,13,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 4,LAL,9999999,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 5,LAL,9999999,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 6,LAL,14,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 7,LAL,15,2017-18
1,ATLANTIC,110,ATLANTIC CITY,80,UPTOWN SCHOOL COMPLEX,Grade 8,LAL,22,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 3,LAL,20,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 4,LAL,34,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 5,LAL,17,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 6,LAL,18,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 7,LAL,16,2017-18
1,ATLANTIC,110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,Grade 8,LAL,28,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 3,LAL,64,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 4,LAL,49,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 5,LAL,51,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 6,LAL,52,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 7,LAL,44,2017-18
1,ATLANTIC,110,ATLANTIC CITY,120,RICHMOND AVENUE SCHOOL,Grade 8,LAL,65,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 3,LAL,22,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 4,LAL,15,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 5,LAL,27,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 6,LAL,33,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 7,LAL,15,2017-18
1,ATLANTIC,110,ATLANTIC CITY,140,DR MARTIN LUTHER KING JR SCHOOL COMPLEX,Grade 8,LAL,28,2017-18
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,Grade 3,LAL,43,2017-18
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,Grade 4,LAL,42,2017-18
1,ATLANTIC,110,ATLANTIC CITY,300,BRIGHTON AVENUE SCHOOL,Grade 5,LAL,33,2017-18
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Grade 9,LAL,54,2017-18
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Grade 10,LAL,46,2017-18
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Grade 11,LAL,46,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,Grade 3,LAL,38,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,10,BRIGANTINE ELEMENTARY SCHOOL,Grade 4,LAL,49,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,Grade 5,LAL,29,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,Grade 6,LAL,38,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,Grade 7,LAL,59,2017-18
1,ATLANTIC,570,BRIGANTINE CITY,30,BRIGANTINE NORTH MIDDLE SCHOOL,Grade 8,LAL,67,2017-18
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Grade 9,LAL,30,2017-18
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Grade 10,LAL,35,2017-18
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Grade 11,LAL,21,2017-18
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,Grade 6,LAL,17,2017-18
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,Grade 7,LAL,33,2017-18
1,ATLANTIC,590,BUENA REGIONAL,30,BUENA REGIONAL MIDDLE SCHOOL,Grade 8,LAL,33,2017-18
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,Grade 3,LAL,38,2017-18
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,Grade 4,LAL,25,2017-18
1,ATLANTIC,590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,Grade 5,LAL,27,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,20,CHARLES L. SPRAGG SCHOOL,Grade 3,LAL,9999999,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,Grade 4,LAL,11,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,Grade 5,LAL,17,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,Grade 6,LAL,9999999,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,Grade 7,LAL,9999999,2017-18
1,ATLANTIC,1300,EGG HARBOR CITY,30,EGG HARBOR CITY COMMUNITY SCHOOL,Grade 8,LAL,14,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Grade 9,LAL,61,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Grade 10,LAL,48,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Grade 11,LAL,38,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,33,CLAYTON J. DAVENPORT ELEMENTARY SCHOOL,Grade 3,LAL,43,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,35,E. H. SLAYBAUGH ELEMENTARY SCHOOL,Grade 3,LAL,48,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,Grade 6,LAL,50,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,Grade 7,LAL,58,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,38,ALDER AVENUE MIDDLE SCHOOL,Grade 8,LAL,56,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,Grade 6,LAL,63,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,Grade 7,LAL,53,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,39,FERNWOOD AVENUE MIDDLE SCHOOL,Grade 8,LAL,64,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,Grade 4,LAL,56,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,45,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,Grade 5,LAL,53,2017-18
1,ATLANTIC,1310,EGG HARBOR TWP,50,H. RUSSEL SWIFT ELEMENTARY SCHOOL,Grade 3,LAL,53,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 3,LAL,40,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 4,LAL,55,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 5,LAL,54,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 6,LAL,76,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 7,LAL,43,2017-18
1,ATLANTIC,1410,ESTELL MANOR CITY,50,ESTELL MANOR ELEMENTARY SCHOOL,Grade 8,LAL,63,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 3,LAL,39,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 4,LAL,53,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 5,LAL,57,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 6,LAL,42,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 7,LAL,48,2017-18
1,ATLANTIC,1540,FOLSOM BORO,50,FOLSOM ELEMENTARY SCHOOL,Grade 8,LAL,51,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,Grade 3,LAL,35,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,Grade 4,LAL,55,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,Grade 5,LAL,43,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,15,ARTHUR RANN ELEMENTARY SCHOOL,Grade 6,LAL,34,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,Grade 7,LAL,47,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,16,GALLOWAY TOWNSHIP MIDDLE SCHOOL,Grade 8,LAL,44,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,Grade 3,LAL,28,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,Grade 4,LAL,40,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,Grade 5,LAL,51,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,45,REEDS ROAD ELEMENTARY SCHOOL,Grade 6,LAL,61,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,Grade 3,LAL,28,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,Grade 4,LAL,43,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,Grade 5,LAL,37,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,46,ROLAND ROGERS ELEMENTARY SCHOOL,Grade 6,LAL,51,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,Grade 3,LAL,37,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,Grade 4,LAL,37,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,Grade 5,LAL,43,2017-18
1,ATLANTIC,1690,GALLOWAY TWP,48,SMITHVILLE ELEMENTARY SCHOOL,Grade 6,LAL,44,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Grade 9,LAL,46,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Grade 10,LAL,46,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Grade 11,LAL,20,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Grade 9,LAL,48,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Grade 10,LAL,43,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Grade 11,LAL,18,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Grade 9,LAL,51,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Grade 10,LAL,47,2017-18
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Grade 11,LAL,25,2017-18
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,Grade 3,LAL,38,2017-18
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,Grade 4,LAL,49,2017-18
1,ATLANTIC,1940,HAMILTON TWP,55,GEORGE L. HESS EDUCATIONAL COMPLEX,Grade 5,LAL,52,2017-18
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,Grade 6,LAL,49,2017-18
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,Grade 7,LAL,54,2017-18
1,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,Grade 8,LAL,53,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Grade 9,LAL,53,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Grade 10,LAL,67,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Grade 11,LAL,78,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,Grade 3,LAL,54,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,Grade 4,LAL,52,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,55,WARREN E. SOOY JR. ELEMENTARY SCHOOL,Grade 5,LAL,50,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,Grade 6,LAL,50,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,Grade 7,LAL,55,2017-18
1,ATLANTIC,1960,HAMMONTON TOWN,60,HAMMONTON MIDDLE SCHOOL,Grade 8,LAL,64,2017-18
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,Grade 5,LAL,71,2017-18
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,Grade 6,LAL,81,2017-18
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,Grade 7,LAL,93,2017-18
1,ATLANTIC,2680,LINWOOD CITY,20,BELHAVEN MIDDLE SCHOOL,Grade 8,LAL,92,2017-18
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,Grade 3,LAL,72,2017-18
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,Grade 4,LAL,85,2017-18
1,ATLANTIC,2680,LINWOOD CITY,50,SEAVIEW ELEMENTARY SCHOOL,Grade 5,LAL,9999999,2017-18
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Grade 9,LAL,70,2017-18
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Grade 10,LAL,55,2017-18
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Grade 11,LAL,22,2017-18
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,Grade 5,LAL,89,2017-18
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,Grade 6,LAL,90,2017-18
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,Grade 7,LAL,95,2017-18
1,ATLANTIC,3020,MARGATE CITY,10,EUGENE A. TIGHE MIDDLE SCHOOL,Grade 8,LAL,85,2017-18
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,Grade 3,LAL,54,2017-18
1,ATLANTIC,3020,MARGATE CITY,25,WILLIAM H. ROSS III SCHOOL,Grade 4,LAL,69,2017-18
1,ATLANTIC,3480,MULLICA TWP,20,MULLICA TOWNSHIP PRIMARY SCHOOL,Grade 3,LAL,51,2017-18
1,ATLANTIC,3480,MULLICA TWP,20,MULLICA TOWNSHIP PRIMARY SCHOOL,Grade 4,LAL,51,2017-18
1,ATLANTIC,3480,MULLICA TWP,25,MULLICA TOWNSHIP MIDDLE SCHOOL,Grade 5,LAL,53,2017-18
1,ATLANTIC,3480,MULLICA TWP,25,MULLICA TOWNSHIP MIDDLE SCHOOL,Grade 6,LAL,56,2017-18
1,ATLANTIC,3480,MULLICA TWP,25,MULLICA TOWNSHIP MIDDLE SCHOOL,Grade 7,LAL,59,2017-18
1,ATLANTIC,3480,MULLICA TWP,25,MULLICA TOWNSHIP MIDDLE SCHOOL,Grade 8,LAL,54,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,56,NORTHFIELD COMMUNITY MIDDLE SCHOOL,Grade 5,LAL,47,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,56,NORTHFIELD COMMUNITY MIDDLE SCHOOL,Grade 6,LAL,58,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,56,NORTHFIELD COMMUNITY MIDDLE SCHOOL,Grade 7,LAL,63,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,56,NORTHFIELD COMMUNITY MIDDLE SCHOOL,Grade 8,LAL,74,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,57,NORTHFIELD COMMUNITY ELEMENTARY SCHOOL,Grade 3,LAL,51,2017-18
1,ATLANTIC,3720,NORTHFIELD CITY,57,NORTHFIELD COMMUNITY ELEMENTARY SCHOOL,Grade 4,LAL,58,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Grade 9,LAL,14,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Grade 10,LAL,13,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Grade 11,LAL,11,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,55,PLEASANTVILLE MIDDLE SCHOOL,Grade 6,LAL,22,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,55,PLEASANTVILLE MIDDLE SCHOOL,Grade 7,LAL,31,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,55,PLEASANTVILLE MIDDLE SCHOOL,Grade 8,LAL,19,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,60,WASHINGTON AVENUE ELEMENTARY SCHOOL,Grade 3,LAL,18,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,60,WASHINGTON AVENUE ELEMENTARY SCHOOL,Grade 4,LAL,33,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,60,WASHINGTON AVENUE ELEMENTARY SCHOOL,Grade 5,LAL,28,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,80,LEEDS AVENUE ELEMENTARY SCHOOL,Grade 3,LAL,43,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,80,LEEDS AVENUE ELEMENTARY SCHOOL,Grade 4,LAL,40,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,80,LEEDS AVENUE ELEMENTARY SCHOOL,Grade 5,LAL,45,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,85,NORTH MAIN STREET ELEMENTARY SCHOOL,Grade 3,LAL,10,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,85,NORTH MAIN STREET ELEMENTARY SCHOOL,Grade 4,LAL,33,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,85,NORTH MAIN STREET ELEMENTARY SCHOOL,Grade 5,LAL,45,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,95,SOUTH MAIN STREET ELEMENTARY SCHOOL,Grade 3,LAL,39,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,95,SOUTH MAIN STREET ELEMENTARY SCHOOL,Grade 4,LAL,40,2017-18
1,ATLANTIC,4180,PLEASANTVILLE CITY,95,SOUTH MAIN STREET ELEMENTARY SCHOOL,Grade 5,LAL,34,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 3,LAL,81,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 4,LAL,94,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 5,LAL,82,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 6,LAL,58,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 7,LAL,9999999,2017-18
1,ATLANTIC,4240,PORT REPUBLIC CITY,50,PORT REPUBLIC ELEMENTARY SCHOOL,Grade 8,LAL,76,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,50,DAWES AVENUE ELEMENTARY SCHOOL,Grade 3,LAL,29,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,50,DAWES AVENUE ELEMENTARY SCHOOL,Grade 4,LAL,54,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,50,DAWES AVENUE ELEMENTARY SCHOOL,Grade 5,LAL,33,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,50,DAWES AVENUE ELEMENTARY SCHOOL,Grade 6,LAL,37,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,55,JORDAN ROAD ELEMENTARY SCHOOL,Grade 3,LAL,49,2017-18
1,ATLANTIC,4800,SOMERS POINT CITY,55,JORDAN ROAD ELEMENTARY SCHOOL,Grade 4,LAL,43,2017-18
